FinYear,State_sel,State_code,District_sel,District_code,Block_sel,Block_code,Panchayat_sel,Panchayat_code,Village_sel,Village_code,sr_no,habitation,SC,ST,GEN,TOTAL
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nagampet,16599,Jambuga,602849,1,Jambuga,16,31,62,109
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nagampet,16599,Nagampet,20823,1,Bogadagudem,0,0,249,249
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nagampet,16599,Nagampet,20823,2,Gajjigudem,208,0,305,513
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nagampet,16599,Nagampet,20823,3,Guvvalgudem,145,0,110,255
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nagampet,16599,Nagampet,20823,4,Nagampet,0,34,164,198
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nazurulnagar,16593,Nazrulnagar,20814,1,Nazrulnagar,0,0,724,724
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nazurulnagar,16593,Nazrulnagar,20814,2,Nazrulnagar Camp-1,0,0,721,721
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Nazurulnagar,16593,Nazrulnagar,20814,3,Nazrulnagar Camp-2,0,0,837,837
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ngos Colony,303028,Bareguda,20811,1,Gandhinagar,0,0,111,111
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ngos Colony,303028,Bareguda,20811,2,Gangaputra Colony,0,13,158,171
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ngos Colony,303028,Boregaon -burudaguda,602860,1,Boregaon/burdaguda,0,465,101,566
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ngos Colony,303028,Boregaon -burudaguda,602860,2,Ngo's Colony,0,0,706,706
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ngos Colony,303028,Boregaon -burudaguda,602860,3,R Bapu Colony,84,0,134,218
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ngos Colony,303028,Gondi,20809,1,Darigaon,0,170,0,170
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ramnagar (N),303031,Nazrulnagar,20814,1,Nazrulnagar Camp-12,0,0,1043,1043
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ramnagar (N),303031,Nazrulnagar,20814,2,Nazrulnagar Camp-13,0,0,517,517
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ramnagar (N),303031,Nazrulnagar,20814,3,Nazrulnagar Camp-6,0,0,539,539
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Raspally,16601,Rasapally,20825,1,Gerreguda/manneguda,208,83,159,450
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Raspally,16601,Rasapally,20825,2,Goveri Guda,0,52,106,158
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Raspally,16601,Rasapally,20825,3,Mamidiguda,0,52,75,127
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Raspally,16601,Rasapally,20825,4,Perkaguda,0,0,594,594
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Raspally,16601,Rasapally,20825,5,Rasapally,287,34,191,512
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Regulaguda,303033,Regulguda,20808,1,Ootpally,0,167,0,167
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Regulaguda,303033,Regulguda,20808,2,Pochamguda,0,90,0,90
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Regulaguda,303033,Regulguda,20808,3,Regulguda,0,175,46,221
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vallakonda,16595,Seetanagar,20817,1,Seetanagar,94,0,129,223
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vallakonda,16595,Vallakonda,20818,1,Gangannaguda,208,0,74,282
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vallakonda,16595,Vallakonda,20818,2,Gollagudem,0,0,174,174
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vallakonda,16595,Vallakonda,20818,3,Namanagar,201,173,141,515
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vallakonda,16595,Vallakonda,20818,4,Somaiguda,104,0,35,139
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vallakonda,16595,Vallakonda,20818,5,Vallakonda,0,0,83,83
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vanjari,16589,Metpalle,602858,1,Manneguda,0,6,60,66
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vanjari,16589,Nandiguda,603176,1,Nandiguda,0,0,321,321
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vanjari,16589,Vanjari,20810,1,Barewada,0,0,260,260
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vanjari,16589,Vanjari,20810,2,Cr Colony,0,0,100,100
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vanjari,16589,Vanjari,20810,3,Mahajanguda,0,0,100,100
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Vanjari,16589,Vanjari,20810,4,Vanjari,560,27,529,1116
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Agarwada,302929,Agarwada,20617,1,Agarwada,0,111,0,111
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Agarwada,302929,Agarwada,20617,2,Kolamguda,0,89,0,89
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Agarwada,302929,Indapur,20620,1,Nagulgondi,0,124,0,124
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Agarwada,302929,Surdhapur,20627,1,Neemguda,0,83,104,187
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anarpalli,302930,Anarpally,601784,1,Anarpally,5,235,161,401
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anarpalli,302930,Anarpally,601784,2,Bogadaguda,0,109,0,109
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anarpalli,302930,Lakmapur,20613,1,Lakmapur,0,241,0,241
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anthapur,16441,Anthapur,20615,1,Anthapur,0,216,0,216
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anthapur,16441,Anthapur,20615,2,Indranagar,56,193,112,361
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anthapur,16441,Isapur,601782,1,Isapur,250,73,0,323
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anthapur,16441,Isapur,601782,2,Naryanguda,80,36,0,116
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Anthapur,16441,Isapur,601782,3,Padmavathi,72,36,0,108
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Babejhari,302935,Babjhari,20624,1,Babjhari,0,97,0,97
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Babejhari,302935,Chalbadi,601773,1,Chalbadi,0,3,0,3
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Babejhari,302935,Chalbadi,601773,2,Pataguda,0,136,0,136
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Babejhari,302935,Kerameri,20622,1,Gondguda,0,78,0,78
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Babejhari,302935,Kerameri,20622,2,L.tanda,0,153,50,203
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Babejhari,302935,Tokenmoved,601769,1,Tokenmovada,0,151,0,151
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Bolapatar,302936,Bolapatar,20616,1,Bolapatar,27,29,92,148
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Bolapatar,302936,Gouri,601781,1,Gouri,270,105,9,384
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Bolapatar,302936,Gouri,601781,2,Lendiguda,245,0,79,324
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Borilalguda,302937,Anarpally,601784,1,Borilalguda,0,541,5,546
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Borilalguda,302937,Bolapatar,20616,1,Jankapur,0,204,0,204
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Devapur,16444,Devapur,20621,1,Devapur,4,227,63,294
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Devapur,16444,Devapur,20621,2,Jairamguda,0,114,0,114
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Devapur,16444,Devapur,20621,3,Katteguda,0,100,0,100
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Dhanora,302938,Dhanora,601768,1,Dhanora,0,279,165,444
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Dhanora,302938,Dhanora,601768,2,Shivaguda,0,47,0,47
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Dhanora,302938,Parda,601767,1,Dodiguda,0,83,0,83
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Gondguda,302939,Devudupally,20619,1,Gondguda,58,74,0,132
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Gondguda,302939,Indapur,20620,1,Chittaguda,0,48,0,48
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Gondguda,302939,Indapur,20620,2,Umri,0,106,0,106
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Goyagaon,16448,Goyagaon,601766,1,Bimangondi,0,78,141,219
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Goyagaon,16448,Goyagaon,601766,2,Goyaon,245,0,279,524
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Goyagaon,16448,Pipree,20629,1,Pipree,98,154,120,372
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Indapur,302940,Indapur,20620,1,Indapur,0,96,593,689
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Indapur,302940,Indapur,20620,2,Malaguda,176,0,3,179
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhari,302941,Jhari,20626,1,Gondguda,0,227,0,227
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhari,302941,Jhari,20626,2,Jhari,28,56,428,512
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhari,302941,Jhari,20626,3,Kolamguda,0,283,0,283
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhari,302941,Sakada,601771,1,Jyothi Nagar,0,109,0,109
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhodeghat,302943,Jodeghat,20633,1,Jodeghat,0,173,0,173
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhodeghat,302943,Jodeghat,20633,2,Kolamguda,0,62,0,62
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhodeghat,302943,Patnapur,601772,1,Chinna Patnapur,0,110,0,110
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Jhodeghat,302943,Patnapur,601772,2,Patnapur,0,202,6,208
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Karanjiwada,16439,Devapur,20621,1,Lachu Tanda,0,31,0,31
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Karanjiwada,16439,Karanjiwada,20612,1,Andguda,0,268,0,268
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Karanjiwada,16439,Karanjiwada,20612,2,Gonduguda,22,107,31,160
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Karanjiwada,16439,Karanjiwada,20612,3,Pedda Karanjiwada,0,347,0,347
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keli-b,302944,Keli-b,601777,1,Keli-b,24,0,426,450
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keli-b,302944,Keli-b,601777,2,Kolamguda,0,104,17,121
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keli-b,302944,Keli-b,601777,3,Naikapuguda,0,24,151,175
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keli-b,302944,Keli-k,601779,1,Keli-k,27,0,294,321
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keli-b,302944,Parshawada,601774,1,Parshawada,0,87,22,109
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kerameri,16445,Chintakara,20623,1,Chinthakara,0,113,1,114
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kerameri,16445,Chintakara,20623,2,Thoyaguda,0,78,0,78
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kerameri,16445,Kerameri,20622,1,Kerameri,217,104,1497,1818
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kerameri,16445,Kerameri,20622,2,Keslaguda,0,45,99,144
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kerameri,16445,Kerameri,20622,3,Sulthanguda,0,0,1542,1542
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keslaguda,302945,Kerameri,20622,1,Chinuguda,0,52,0,52
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keslaguda,302945,Kerameri,20622,2,Mahaduguda,0,121,0,121
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keslaguda,302945,Kerameri,20622,3,Ojiguda Kothaguda,0,0,150,150
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Keslaguda,302945,Kerameri,20622,4,Old Keslaguda,0,52,0,52
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Khairi,16442,Agarwada,20617,1,Indra Nagar,0,192,0,192
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Khairi,16442,Khari,20618,1,Khairi,46,5,387,438
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Khairi,16442,Khari,20618,2,Naikapuguda,0,64,0,64
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kothari,16449,Kahegaon,601764,1,Kahegaon Old,0,284,0,284
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kothari,16449,Kotari,20632,1,Ambaraoguda,44,84,45,173
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kothari,16449,Kotari,20632,2,Kolam Kotari,0,104,0,104
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kothari,16449,Kotari,20632,3,Kotari,75,237,0,312
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Kothari,16449,Nagapur,20631,1,Kothaguda,0,121,0,121
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Metapipri,302947,Metapipree,20628,1,Kapuguda,0,21,0,21
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Metapipri,302947,Metapipree,20628,2,Metapipree,0,242,1,243
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Metapipri,302947,Tokenmoved,601769,1,Pitaguda,0,50,0,50
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Modi,16446,Modi,20625,1,Baremodi,0,104,297,401
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Modi,16446,Modi,20625,2,Modi,0,78,104,182
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Mukkhamdhamguda,302948,Parandoli,601783,1,Maharajguda,58,433,167,658
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Mukkhamdhamguda,302948,Parandoli,601783,2,Mukkhamddamguda,286,104,0,390
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Nishani,16443,Devudupally,20619,1,Devudupally,164,0,0,164
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Nishani,16443,Nishani,601778,1,Lineguda,0,104,0,104
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Nishani,16443,Nishani,601778,2,Nishani,103,211,266,580
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parandholi,16440,Kota,20614,1,Kota,433,0,0,433
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parandholi,16440,Parandoli,601783,1,Lendijala,45,0,0,45
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parandholi,16440,Parandoli,601783,2,Parandouli,408,21,0,429
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parandholi,16440,Parandoli,601783,3,Shankerlodi,113,0,0,113
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parda,302949,Murkilonka,601765,1,Murki Lonka,0,114,0,114
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parda,302949,Narsapur,603019,1,Ankusapur,0,0,28,28
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parda,302949,Narsapur,603019,2,Narsapur,0,20,22,42
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Parda,302949,Parda,601767,1,Parda,0,99,2,101
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Ringhanghat,302950,Kotari,20632,1,Ramnagar,21,10,239,270
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Ringhanghat,302950,Kotari,20632,2,Ringanghat,0,128,129,257
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sakada,302951,Hatti,601770,1,Dobraguda,0,26,0,26
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sakada,302951,Hatti,601770,2,Hatty,0,0,65,65
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sakada,302951,Kerameri,20622,1,Kothaguda,0,19,34,53
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sakada,302951,Sakada,601771,1,Chinna Sakada,0,131,1,132
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sakada,302951,Sakada,601771,2,Paddasakada,146,102,0,248
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sakada,302951,Sakada,601771,3,Sakada Colony,0,104,0,104
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sangvi,240478,Sangivi,601775,1,Karpathiguda,0,78,0,78
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sangvi,240478,Sangivi,601775,2,Rampur,0,49,0,49
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sangvi,240478,Sangivi,601775,3,Raojeeguda,0,70,0,70
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Sangvi,240478,Sangivi,601775,4,Sangivi,6,120,505,631
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Saverkeda,302952,Saverkeda,20630,1,Ramjiguda,0,47,81,128
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Saverkeda,302952,Saverkeda,20630,2,Savarkeda,3,104,522,629
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Surdapur,16447,Surdhapur,20627,1,Chowpanguda,0,174,151,325
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Surdapur,16447,Surdhapur,20627,2,Muslimguda,0,0,156,156
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Surdapur,16447,Surdhapur,20627,3,Sarpanchguda,0,62,0,62
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Surdapur,16447,Surdhapur,20627,4,Surdhapur,27,166,555,748
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Thummaguda,302928,Devapur,20621,1,Chittaguda,0,88,0,88
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Thummaguda,302928,Devapur,20621,2,Goriaguda,0,112,0,112
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Thummaguda,302928,Devapur,20621,3,Kolamguda,0,214,0,214
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Thummaguda,302928,Devapur,20621,4,Somlaguda,0,83,0,83
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Thummaguda,302928,Devapur,20621,5,Temulaguda,0,62,0,62
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kerameri,847,Thummaguda,302928,Devapur,20621,6,Tummaguda,0,79,0,79
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Bhalepalli,302998,Balapalle,20911,1,Balapalle,276,16,167,459
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Bodhampalli,302999,Cheepurudubba,20925,1,Cheepurudubba/bodampally,596,38,549,1183
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gudlabori,16679,Gudlabori,20917,1,Gudlabori,328,1127,83,1538
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gudlabori,16679,Gudlabori,20917,2,Saidapur,62,218,27,307
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gudlabori,16679,Gudlabori,20917,3,Vaigaon,52,364,18,434
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gudlabori,16679,Gudlabori,20917,4,Vijayanagaram,362,154,61,577
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gundaipeta,16676,Gundaipeta,20914,1,Goverhetti-sc Wada,86,0,0,86
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gundaipeta,16676,Gundaipeta,20914,2,Gundaipeta,884,0,1363,2247
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gundaipeta,16676,Gundaipeta,20914,3,Jai Bheem Wada,94,21,10,125
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gurudpeta,16685,Gurudpet,20926,1,Chintalapati,0,62,0,62
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gurudpeta,16685,Gurudpet,20926,2,Gurudpet,105,252,928,1285
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gurudpeta,16685,Gurudpet,20926,3,Ippalagudem,75,106,46,227
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gurudpeta,16685,Gurudpet,20926,4,Koyagudem,0,243,0,243
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Gurudpeta,16685,Gurudpet,20926,5,Yapalagudem,160,67,0,227
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kanki,16683,Kanki,20923,1,Kanki,328,304,263,895
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kanki,16683,Kanki,20923,2,Yadlagudem,68,48,0,116
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kannepalle,16684,Kannepally,20924,1,Kannepally,127,49,1378,1554
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kannepalle,16684,Kannepally,20924,2,Patha Kannepally,21,64,21,106
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kouthala,16681,Kowtala,20921,1,Kowtala,593,208,1113,1914
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kouthala,16681,Kowtala,20921,2,Koyagudem,21,187,14,222
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kouthala,16681,Kowtala,20921,3,Nadeemabad,258,492,60,810
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kouthala,16681,Kowtala,20921,4,Sadashivpet,182,282,118,582
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Kouthala,16681,Kowtala,20921,5,Shivalingapur,123,44,9,176
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kouthala,865,Mogadhagad,16674,Mogaddhagad,20912,1,Mogaddhagad,254,242,1379,1875
