source_file,year,state_code,state_name,ac_number,ac_name,ac_reservation,pc_number,pc_name,part_number,polling_station_number_and_name,polling_station_address,polling_station_type,auxiliary_polling_stations,serial_start,serial_end,male,female,third_gender,total,district,main_town_or_village,post_office,police_station,tehsil,subdivision,pin_code
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p171_01ac62ab\139_p171_01ac62ab.json,,,,139,NANDYAL,,17,,171,171 - NANDYALA,"Yekalavya Girijana Community Hall, Nivarathi Nagar, Nandyal",,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p172_d5942527\139_p172_d5942527.json,,,,,,,,,172,172 - NANDYAL,"Govt. Primary School, Viswanagar, Nandyal",GENERAL,0,,,611,662,2,1275,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p173_6459bf37\139_p173_6459bf37.json,,,,139,NANDYAL,,17,NANDYAL,,,"Municipal High School ,North Wing, N G O Colony, Nandyal., Nandyal",,0,,,473,479,0,952,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p174_f61db2a8\139_p174_f61db2a8.json,,,,139,NANDYAL,,17,NANDYAL,,,,,0,,,429,454,0,883,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p175_c670bf95\139_p175_c670bf95.json,,,,,,,,,175,175 - NANDYALA,"MUNICIPAL PRIMARY SCHOOL TELUGU MEDIUM, SAI BABA NAGAR MIDDLE ROOM . NANDYAL",,0,1,828,417,383,0,800,NANDYAL,NANDYAL,NANDYAL,2 TOWN POLICE STATION NANDYAL,NANDYAL,NANDYAL,518501
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p176_f5fc4047\139_p176_f5fc4047.json,,,,139,NANDYAL,,17,NANDYAL,176,,,,,,,439,424,0,863,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p177_2933a9bd\139_p177_2933a9bd.json,,,,139,NANDYAL,,17,NANDYAL,,,Deputy Executive Engineer (RWS) Vigilance and Quality Control room new Building Nandyal,GENERAL,,,,609,701,0,1310,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p178_cfc448af\139_p178_cfc448af.json,2024,,,,,,,,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p179_f5058486\139_p179_f5058486.json,2024,S01,Andhra Pradesh,,,,,,,,,,,,,336,412,0,748,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p17_da9749a1\139_p17_da9749a1.json,,,,,,,,,,,,,,,,413,410,0,823,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p180_633271a3\139_p180_633271a3.json,2024,,,,,,,,,180 - NANDYALA,"POTTI SRIRAMULU MPL.P.SCHOOL,SOUTH ROOM-2 NANDYALA",GENERAL,0,1,1099,511,566,0,1077,NANDYAL,NANDYAL,NANDYAL,3 TOWN POLICE STATION NANDYAL,NANDYAL,NANDYAL,518501
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p181_80027a86\139_p181_80027a86.json,,,,,,,,,,,,,0,,,708,736,0,1444,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p182_a7b96706\139_p182_a7b96706.json,2024,S01,Andhra Pradesh,,,,,,,"182 - Pottisriramulu Mpl. UP School, South wing","Sub Divisional Engineering Office PRI Sub Division Atmakur, Premises of MPDO Office Nandyal",,0,,,409,402,0,811,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p183_490a9bbb\139_p183_490a9bbb.json,,,,139,NANDYAL,,17,NANDYAL,183,,"DEPUTY EXECUTIVE ENGINEER NEW BULDING PR OFFICE NUNEPALLI,NANDYALA",,0,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p184_f4d9c028\139_p184_f4d9c028.json,2024,S01,Andhra Pradesh,139,NANDYAL,,17,NANDYAL,184,,,,,1,993,456,517,0,973,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p185_b5aff215\139_p185_b5aff215.json,,,,139,NANDYAL (GEN),,17,,185,,,,0,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p186_2d90a748\139_p186_2d90a748.json,,,,139,NANDYAL (GEN),,17,NANDYAL (GEN),186,,"MUNICIPAL PRIMARY SCHOOL ,SADIK NAGAR SOUTH ROOM NOONEPALLE . NANDYAL",GENERAL,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p187_47f447e4\139_p187_47f447e4.json,2024,,,139,NANDYAL,,17,NANDYAL,187,,"Tagore Municipal Primary schoolNorth Wing East Room, NOONEPALLI, NANDYAL, Nandyal",GENERAL,,1,1161,538,561,0,1099,NANDYAL,NANDYAL,NANDYAL,3 TOWN POLICE STATION NANDYAL,NANDYAL,NANDYAL,518501
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p188_acf22754\139_p188_acf22754.json,,,,139,NANDYAL,,17,NANDYAL,,,,,0,,,375,484,0,859,NANDYAL,NANDYAL,NANDYAL,3 TOWN POLICE STATION NANDYAL,NANDYAL,NANDYAL,518501
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p189_131bc557\139_p189_131bc557.json,,,,139,NANDYAL,,,,189,,,,,,,491,599,0,1090,NANDYAL,NANDYAL,NANDYAL,3 TOWN POLICE STATION NANDYAL,NANDYAL,NANDYAL,518501
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p18_b331ede9\139_p18_b331ede9.json,2024,,,,,,,,,18 - PEDDA KOTTHALA,"St.Joseph Primary School, 1 st classr room PEDDAKOTTHALA",,0,,,,,,,NANDYAL,KOTTALA,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p190_4294648a\139_p190_4294648a.json,,,,139,NANDYAL,,17,NANDYAL,190,190 - NANDYALA,"UKG room, Anganwadi Pre-School Noonepalli",,,,,399,448,1,848,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p191_c730c386\139_p191_c730c386.json,,,,139,NANDYAL,,17,NANDYAL,,,,,,,,439,460,0,899,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p192_ef6281ee\139_p192_ef6281ee.json,,,,139,NANDYAL,,17,NANDYAL,192,192 - NANDYALA,"MUNICIPAL ELEMENTARY SCHOOL, RAILWAY LINE, EAST SIDE 1ST CLASS ROOM, NANDYAL, MUNICIPAL ELEMENTARY SCHOOL, RAILWAY LINE",,,,,585,683,0,1268,NANDYAL,NANDYAL,NANDYAL,3 TOWN POLICE STATION NANDYAL,NANDYAL,NANDYAL,518501
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p193_c3a2b69d\139_p193_c3a2b69d.json,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p194_cc684e2a\139_p194_cc684e2a.json,,,,139,NANDYAL,,17,NANDYAL,194,194 - NANDYALA,"Hindu Aided Primary School, Gandhi Nagar, 4th Class Room, Nandyal",GENERAL,,1,940,443,439,0,882,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p195_cc833a03\139_p195_cc833a03.json,2024,,,,,,,,,195 - NANDYAL,"Hindu Aided Primary School, Gandhi Nagar, 3rd Class Room, Nandyal",,,,,639,623,0,1262,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p196_dacb2cfa\139_p196_dacb2cfa.json,,,,139,NANDYAL,,17,NANDYAL,196,196 - NANDYAL,"Hindu Aided Primary School, Gandhi Nagar,Nandyal",,0,1,1061,513,513,0,1026,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p197_1fd7961a\139_p197_1fd7961a.json,,,,139,NANDYAL,,17,NANDYAL,197,197 - NANDYALA,"Hindu Aided Primary School,2nd Class Room,Gandhi Nagar,Nandyal",,,,,533,532,0,1065,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p198_796f3c89\139_p198_796f3c89.json,,,,139,NANDYAL,,17,NANDYAL,198,,,,,,,487,526,0,1013,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p199_8ff1eee2\139_p199_8ff1eee2.json,,,,139,NANDYAL,,17,NANDYAL,199,,,,,,,460,455,0,915,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p19_4afb5dd9\139_p19_4afb5dd9.json,,,,139,NANDYAL,,,,19,19 - PEDDA KOTTALA,"St.Joseph Primary School, 1 st classr room PEDDAKOTTHALA",,0,1,1155,527,576,0,1103,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p1_113a3872\139_p1_113a3872.json,2024,S01,Andhra Pradesh,139,NANDYAL,GEN,17,,1,1 - POLURU,"M P E SCHOOL, 3 VA TARAGATI ROOM, POLURU, M P E SCHOOL, POLURU",GENERAL,0,1,852,403,433,0,836,NANDYAL,POLUR,POLUR,NANDYALA TALUKA POLICE STATION,NANDYAL,NANDYAL,518511
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p200_cb508e66\139_p200_cb508e66.json,,,,139,NANDYAL,,,,,,AP MODEL SCHOOL KRANTHI NAGAR H/O RYTHU NAGARAM. NANDYAL,,,1,1503,697,757,0,1454,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p201_f231a6a1\139_p201_f231a6a1.json,,,,139,NANDYAL,,,,201,,"M.P.P.S., South Wing First Room, Venkateswar Puram VENKATESHWARAPURAM",,0,,,484,542,0,1026,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p202_4f92a1b0\139_p202_4f92a1b0.json,,,,,,,,,,202 - UDUMULAPURAM,M P U P SCOOL UDUMULPURAM,,0,,,392,407,0,799,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p203_32c5f346\139_p203_32c5f346.json,,,,,,,,,,,,,0,,,257,304,0,561,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p204_97ec4ee5\139_p204_97ec4ee5.json,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p205_1bc5059e\139_p205_1bc5059e.json,,,,,,,,,,,,,,,,286,308,1,595,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p206_43c2e6b7\139_p206_43c2e6b7.json,2024,,,,,,,,,206 - PANDURANGAPURAM,Mandal Parshid elementary school 3rd class room Pandurangapuram PANDURANGAPURAM,,,,,269,283,0,552,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p207_94bb0425\139_p207_94bb0425.json,2024,,,139,NANDYAL,GEN,17,NANDYAL,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p208_095d87ac\139_p208_095d87ac.json,,,,139,NANDYAL,,17,NANDYAL,208,208 - CHAPIREVULA,"7th CLASS ROOM, ZILLA PARISHAD HIGH SCHOOL, 1-1 to 2-54",,,,,339,357,0,696,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p209_f2abf8ea\139_p209_f2abf8ea.json,,,,139,NANDYAL (GEN),,17,NANDYAL (GEN),209,,,,,,,336,419,0,755,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p20_3efd4f90\139_p20_3efd4f90.json,,,,139,NANDYAL,,17,NANDYAL,20,,,,,,,363,396,0,759,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p210_08538266\139_p210_08538266.json,2024,,,,,,,,,210 - CHAPIREVULA,"9th CLASS ROOM, ZILLA PARISHAD HIGH SCHOOL, 2-55 to 3rd ward end",GENERAL,,,,349,412,0,761,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p211_9ba9c8ff\139_p211_9ba9c8ff.json,,,,139,NANDYAL,,17,NANDYAL,211,211 - pusuluru,"M.P.U.P.SCHOOL, 1st Room from North West Corner, Pu PUSULURU",,0,,,477,464,0,941,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p212_f7a31507\139_p212_f7a31507.json,,,,,,,,,,,"M.P.U.P.SCHOOL, 2nd Room from North West Corner, Pu PUSULURU",GENERAL,,1,868,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p213_593e91be\139_p213_593e91be.json,,,,139,NANDYAL,,17,NANDYAL,213,,,,0,1,412,182,227,0,409,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p214_5b02efcf\139_p214_5b02efcf.json,2024,S01,Andhra Pradesh,,,,,,,214 - MITNALA,"M.P.U.P.SCHOOL,E Corner and 6th ClassRoom,Mitnala. MI TNALA",GENERAL,,,,466,503,0,969,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p215_11947195\139_p215_11947195.json,2024,,,139,NANDYAL,,17,NANDYAL,,,,,,,,315,330,0,645,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p216_40807bb9\139_p216_40807bb9.json,,,,139,NANDYAL,,17,NANDYAL,,,,,0,,,388,453,1,842,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p217_2a7c43d9\139_p217_2a7c43d9.json,,,,139,NANDYAL,,17,NANDYAL,217,,,,,,,579,632,0,1211,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p218_7736f019\139_p218_7736f019.json,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p219_1ee3078f\139_p219_1ee3078f.json,,,,139,NANDYAL,,17,NANDYAL,219,,"Mandal Parishad Uppar Primary School 4th class Room Kanala, Kanala",,0,1,670,312,326,0,638,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p21_1678c364\139_p21_1678c364.json,,,,139,NANDYAL,,17,NANDYAL,21,,,,0,,,137,164,0,301,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p220_8d1276c4\139_p220_8d1276c4.json,2024,S01,Andhra Pradesh,,,,,,,220 - KANALA,"Mandal Parishad Uppar Primary School 7th class Room Kanala, Kanala",GENERAL,,,,325,334,1,660,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p221_a9e4bf40\139_p221_a9e4bf40.json,,,,139,NANDYAL,,17,NANDYAL,221,221 - KANALA,"Mandal Parishad Uppar Primary Urdu School Kanala, Kanala",GENERAL,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p222_4a010da1\139_p222_4a010da1.json,,,,,,,,,222,,,,0,1,1012,456,488,0,944,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p223_d235f04b\139_p223_d235f04b.json,,,,,,,,,,,,,1,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p224_5478d345\139_p224_5478d345.json,,,,139,NANDYAL (GEN),,,,224,224 - RAITUNAGARAM,"M P E SCHOOL,OLD BUILDING, RYUTHUNAGARAM, RHYTHUNAGARAM",,,,,647,667,0,1314,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p225_89b271fb\139_p225_89b271fb.json,,,,,,,,,,225 - AYYA LURU,M.P.U.P.S.URDU AYYA LURU,GENERAL,0,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p226_68af90f7\139_p226_68af90f7.json,2024,,,139,NANDYAL (GEN),,17,NANDYAL (GEN),226,226 - Ayyaluru,M.P.U.P.S. URDU AYYALURU,GENERAL,,,,432,439,0,871,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p227_33891fe7\139_p227_33891fe7.json,,,,139,NANDYAL,,17,NANDYAL,,,"Mandal Parishad Uppar Primary School West Room No 1 Ayyalur, Ayyaluru",,,1,981,480,487,0,967,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p228_98578ee2\139_p228_98578ee2.json,,,,139,NANDYAL,,17,NANDYAL,,,"Mandal Parishad Uppar Primary School West Room No 2 Ayyalur, Ayyaluru",,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p229_9ce9e2f3\139_p229_9ce9e2f3.json,2024,,,,,,,,,,,,,,,408,448,0,856,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p22_b0b4f5e1\139_p22_b0b4f5e1.json,2024,S01,Andhra Pradesh,,,,,,,,,,0,1,546,227,222,0,449,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p230_022145b9\139_p230_022145b9.json,,,,139,NANDYAL,,17,NANDYAL,230,,,,0,,,509,506,0,1015,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p231_99cdc02f\139_p231_99cdc02f.json,2024,,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p232_4ec5888f\139_p232_4ec5888f.json,,,,139,NANDYAL,,17,,232,,"Mandal parishad Uppar Primary School South side Room No 2 Ponnapuram, PONNAPURAM",GENERAL,0,1,1145,526,577,0,1103,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p233_dd7613c8\139_p233_dd7613c8.json,2024,S01,Andhra Pradesh,139,NANDYAL,,17,NANDYAL,,,"Mandal parishad Primary School North side Ponnapuram colony, Ponnapuram",GENERAL,,1,751,312,404,0,716,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p234_d192a8ee\139_p234_d192a8ee.json,,,,139,NANDYAL,,17,NANDYAL,234,,,,,,,265,292,0,557,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p235_388f7fc9\139_p235_388f7fc9.json,,,,139,NANDYAL,,17,NANDYAL,235,235 - ponnapuram colony,"Mandal parishad Primary School West side Ponnapuram colony, Ponnapuram",GENERAL,,,,558,626,0,1184,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p236_605acdb1\139_p236_605acdb1.json,,,,139,NANDYAL,,17,NANDYAL,,236 - chaabolu,"MANDAL PARISHAD PRIMARY SCHOOL, (SPL), CHABOLU, chaabolu",,0,,,400,435,0,835,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p237_c8125054\139_p237_c8125054.json,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p238_4850009a\139_p238_4850009a.json,,,,139,NANDYAL,,17,NANDYAL,238,,"ZILLA PARISHAD HIGH SCHOOL, EAST SIDE, CHABOLU, ZILLA PARISHAD HIGH SCHOOL CHABOLU",,0,,,,,,,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p239_156fd403\139_p239_156fd403.json,,,,139,NANDYAL,,,,239,,,,0,,,323,334,0,657,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p23_bd8db778\139_p23_bd8db778.json,,,,139,NANDYAL,,17,NANDYAL,23,,"ST.JOSEPH SCHOOLU,7 VA TARAGATI ROOM PEDDA KOTT ALA",,0,,,360,355,0,715,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p240_2571e9a8\139_p240_2571e9a8.json,,,,139,NANDYAL,,17,NANDYAL,240,,"ZILLA PARISHAD HIGH SCHOOL, WEST SIDE, CHABOLU, ZILLA PARISHAD HIGH SCHOOL, CHABOLU",,,1,767,337,380,0,717,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p241_75a31b39\139_p241_75a31b39.json,,,,139,NANDYAL,,17,NANDYAL,241,,,,,,,301,343,0,644,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p242_7d5c9429\139_p242_7d5c9429.json,,,,,,,,,,"242 - SAMBAVARAM,PARVATHIPURAM","M P U P SCOOLU,7 VA TARAGATI ROOM,,SOUTH .SAMBAVARAM, M P U P SCHOOL SAMBAVARAM",,,,,567,618,0,1185,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p243_981aa5d4\139_p243_981aa5d4.json,,,,,,,,,,"243 - SAMBAVARAM, PARVATIPURAM","M P U P SCOOL NORTH, 6 VA TARAGATI ROOM PARVATHIPURAM",,,,,476,511,0,987,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p244_8a387ecc\139_p244_8a387ecc.json,2024,,,139,NANDYAL,,17,NANDYAL,244,,Z P H SCOOL 6TH CLAASU DEEBAGUNTLA,GENERAL,,,,455,455,0,910,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p245_398a8e85\139_p245_398a8e85.json,,,,,,,,,,,,,,,,380,381,0,761,,,,,,,
C:\Users\user\Documents\upsc\eci_downloads\S01_139_-_Nandyal\139_139_-_Nandyal\General_Election_Roll_2024\Booth_Details\139_p246_fdc2a2eb\139_p246_fdc2a2eb.json,,,,,,,,,246,"246 - DEEBAGUNTLA,BABA NAGAR","M.P.P.SCHOOL, SOUTH WEST ROOM. DEEBAGUNTLA, DEEBAGUNTLA",,,,,,,,,,,,,,,
